PbTyp;PbNahmeDatum;Parameter;Einheiten;Wert Text;CAS;Gruppe;DauerPN_h;Q_m3_s;M_in_mg_L;Tage;Datum_Start;mg_pro_24h
WASSER;24.09.2013;Coffein;µg/L;0.066;58-08-2;Einzelstoffe;24;1187.51;66;1;23.09.2013;66
WASSER;24.09.2013;Cyclohexylsulfaminsäure;µg/L;0.029;100-88-9;Suessstoffe;24;1187.51;29;1;23.09.2013;29
WASSER;24.09.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1187.51;6;1;23.09.2013;6
WASSER;24.09.2013;Diclofenac;µg/L;0.032;15307-79-6;Arzneimittel;24;1187.51;32;1;23.09.2013;32
WASSER;24.09.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1187.51;7;1;23.09.2013;7
WASSER;24.09.2013;Hydrochlorothiazid;µg/L;0.01;58-93-5;Arzneimittel;24;1187.51;10;1;23.09.2013;10
WASSER;24.09.2013;Lamotrigin;µg/L;0.018;84057-84-1;Arzneimittel;24;1187.51;18;1;23.09.2013;18
WASSER;24.09.2013;Metformin;µg/L;0.23;657-24-9;Arzneimittel;24;1187.51;230;1;23.09.2013;230
WASSER;24.09.2013;Metolachlor-ESA;µg/L;0.011;171118-09-5;Metabolite;24;1187.51;11;1;23.09.2013;11
WASSER;24.09.2013;Metoprolol;µg/L;0.007;37350-58-6;Arzneimittel;24;1187.51;7;1;23.09.2013;7
WASSER;24.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.13;83-15-8;Metabolite;24;1187.51;130;1;23.09.2013;130
WASSER;24.09.2013;Saccharin;µg/L;0.027;81-07-2;Suessstoffe;24;1187.51;27;1;23.09.2013;27
WASSER;24.09.2013;Sitagliptin;µg/L;0.022;486460-32-6;Arzneimittel;24;1187.51;22;1;23.09.2013;22
WASSER;24.09.2013;Sucralose;µg/L;0.089;56038-13-2;Suessstoffe;24;1187.51;89;1;23.09.2013;89
WASSER;24.09.2013;Sulfamethoxazol;µg/L;0.013;723-46-6;Arzneimittel;24;1187.51;13;1;23.09.2013;13
WASSER;24.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.12;KEINE NUMMER MOEGLICH;Metabolite;24;1187.51;120;1;23.09.2013;120
WASSER;24.09.2013;Summe Dicamba und 2,4-D;µg/L;0.006;KEINE NUMMER MOEGLICH;Pestizide;24;1187.51;6;1;23.09.2013;6
WASSER;24.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.24;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;1187.51;240;1;23.09.2013;240
WASSER;24.09.2013;Toluol-4-sulfonsäure;µg/L;0.008;104-15-4;Einzelstoffe;24;1187.51;8;1;23.09.2013;8
WASSER;24.09.2013;Valsartan;µg/L;0.029;137862-53-4;Arzneimittel;24;1187.51;29;1;23.09.2013;29
WASSER;24.09.2013;Valsartansäure;µg/L;0.02;164265-78-5;Metabolite;24;1187.51;20;1;23.09.2013;20
WASSER;24.09.2013;2-Naphthalinsulfonsäure;µg/L;0.011;120-18-3;Einzelstoffe;24;1187.51;11;1;23.09.2013;11
WASSER;24.09.2013;Acesulfam;µg/L;0.54;33665-90-6;Suessstoffe;24;1187.51;540;1;23.09.2013;540
WASSER;24.09.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;1187.51;2;1;23.09.2013;2
WASSER;24.09.2013;Benzotriazol;µg/L;0.2;95-14-7;Einzelstoffe;24;1187.51;200;1;23.09.2013;200
WASSER;24.09.2013;Carbamazepin;µg/L;0.021;298-46-4;Arzneimittel;24;1187.51;21;1;23.09.2013;21
WASSER;24.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.036;58955-93-4;Metabolite;24;1187.51;36;1;23.09.2013;36
WASSER;24.09.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;1187.51;6;1;23.09.2013;6
WASSER;24.09.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;1187.51;4;1;23.09.2013;4
WASSER;24.09.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1187.51;10;1;23.09.2013;10
WASSER;24.09.2013;Diclofenac;µg/L;0.032;15307-79-6;Arzneimittel;24;1187.51;32;1;23.09.2013;32
WASSER;24.09.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1187.51;6;1;23.09.2013;6
WASSER;24.09.2013;Mecoprop;µg/L;0.008;7085-19-0;Pestizide;24;1187.51;8;1;23.09.2013;8
WASSER;24.09.2013;Metformin;µg/L;0.21;657-24-9;Arzneimittel;24;1187.51;210;1;23.09.2013;210
WASSER;24.09.2013;Metolachlor;µg/L;0.003;51218-45-2;Pestizide;24;1187.51;3;1;23.09.2013;3
WASSER;24.09.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1187.51;9;1;23.09.2013;9
WASSER;24.09.2013;Metolachlor-morpholinon;µg/L;0.001;120375-14-6;Metabolite;24;1187.51;1;1;23.09.2013;1
WASSER;24.09.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1187.51;9;1;23.09.2013;9
WASSER;24.09.2013;Sulfamethoxazol;µg/L;0.016;723-46-6;Arzneimittel;24;1187.51;16;1;23.09.2013;16
WASSER;24.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.099;29385-43-1;Einzelstoffe;24;1187.51;99;1;23.09.2013;99
WASSER;24.09.2013;Tizanidin;µg/L;0.001;51322-75-9;Arzneimittel;24;1187.51;1;1;23.09.2013;1
WASSER;24.09.2013;Toluol-4-sulfonsäure;µg/L;0.029;104-15-4;Einzelstoffe;24;1187.51;29;1;23.09.2013;29
WASSER;24.09.2013;Valsartan;µg/L;0.028;137862-53-4;Arzneimittel;24;1187.51;28;1;23.09.2013;28
WASSER;24.09.2013;Venlafaxin;µg/L;0.007;93413-69-5;Arzneimittel;24;1187.51;7;1;23.09.2013;7
WASSER;24.09.2013;Surfynol 104;µg/L;0.029;126-86-3;Einzelstoffe;24;1187.51;29;1;23.09.2013;29
WASSER;08.10.2013;Bromid;mg/L;0.09;24959-67-9;Anionen;336;911.77;0.09;14;24.09.2013;0.006428571
WASSER;08.10.2013;Chlorid;mg/L;10.7;16887-00-6;Anionen;336;911.77;10.7;14;24.09.2013;0.764285714
WASSER;08.10.2013;Fluorid;mg/L;0.081;16984-48-8;Anionen;336;911.77;0.081;14;24.09.2013;0.005785714
WASSER;08.10.2013;Nitrat(N);mg/L;1;14797-55-8;Anionen;336;911.77;1;14;24.09.2013;0.071428571
WASSER;08.10.2013;Nitrit(N);mg/L;0.01;14797-65-0;Anionen;336;911.77;0.01;14;24.09.2013;0.000714286
WASSER;08.10.2013;o-Phosphat(P)(gelöst-IC);mg/L;0.008;14265-44-2;Anionen;336;911.77;0.008;14;24.09.2013;0.000571429
WASSER;08.10.2013;Sulfat;mg/L;26;14808-79-8;Anionen;336;911.77;26;14;24.09.2013;1.857142857
WASSER;08.10.2013;Phosphor(gesamt);mg/L;0.02;7723-14-0;Summenparameter;336;911.77;0.02;14;24.09.2013;0.001428571
WASSER;08.10.2013;Calcium(gesamt);mg/L;47.6;7440-70-2;Kationen;336;911.77;47.6;14;24.09.2013;3.4
WASSER;08.10.2013;Kalium(gesamt);mg/L;1.59;07.09.7440;Kationen;336;911.77;1.59;14;24.09.2013;0.113571429
WASSER;08.10.2013;Magnesium(gesamt);mg/L;7.1;7439-95-4;Kationen;336;911.77;7.1;14;24.09.2013;0.507142857
WASSER;08.10.2013;Natrium(gesamt);mg/L;8.2;7440-23-5;Kationen;336;911.77;8.2;14;24.09.2013;0.585714286
WASSER;08.10.2013;Kieselsäure frei (Si);mg/L;1;;Anionen;336;911.77;1;14;24.09.2013;0.071428571
WASSER;25.09.2013;Chloroform;µg/L;0.031;67-66-3;LHKW;24;1090.27;31;1;24.09.2013;31
WASSER;25.09.2013;Dichlormethan;µg/L;0.059;75-09-2;LHKW;24;1090.27;59;1;24.09.2013;59
WASSER;25.09.2013;Hexachlorethan;µg/L;0.0006;67-72-1;LHKW;24;1090.27;0.6;1;24.09.2013;0.6
WASSER;25.09.2013;Tetrachlorethen;µg/L;0.018;127-18-4;LHKW;24;1090.27;18;1;24.09.2013;18
WASSER;25.09.2013;Tetrachlormethan;µg/L;0.001;56-23-5;LHKW;24;1090.27;1;1;24.09.2013;1
WASSER;25.09.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1090.27;5;1;24.09.2013;5
WASSER;08.10.2013;o-Phosphat(P)(DRP);mg/L;0.008;14265-44-2;Anionen;336;911.77;0.008;14;24.09.2013;0.000571429
WASSER;25.09.2013;4-Trifluormethyl-phenol;µg/L;0.019;402-45-9;Einzelstoffe;24;1090.27;19;1;24.09.2013;19
WASSER;25.09.2013;Acesulfam;µg/L;0.67;33665-90-6;Suessstoffe;24;1090.27;670;1;24.09.2013;670
WASSER;25.09.2013;Atenololsäure;µg/L;0.025;56392-14-4;Metabolite;24;1090.27;25;1;24.09.2013;25
WASSER;25.09.2013;Benzotriazol;µg/L;0.27;95-14-7;Einzelstoffe;24;1090.27;270;1;24.09.2013;270
WASSER;25.09.2013;Carbamazepin;µg/L;0.028;298-46-4;Arzneimittel;24;1090.27;28;1;24.09.2013;28
WASSER;25.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.035;58955-93-4;Metabolite;24;1090.27;35;1;24.09.2013;35
WASSER;25.09.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;1090.27;6;1;24.09.2013;6
WASSER;25.09.2013;Coffein;µg/L;0.06;58-08-2;Einzelstoffe;24;1090.27;60;1;24.09.2013;60
WASSER;25.09.2013;Cyclohexylsulfaminsäure;µg/L;0.032;100-88-9;Suessstoffe;24;1090.27;32;1;24.09.2013;32
WASSER;25.09.2013;Desethylatrazin;µg/L;0.005;6190-65-4;Metabolite;24;1090.27;5;1;24.09.2013;5
WASSER;25.09.2013;Diclofenac;µg/L;0.024;15307-79-6;Arzneimittel;24;1090.27;24;1;24.09.2013;24
WASSER;25.09.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1090.27;6;1;24.09.2013;6
WASSER;25.09.2013;Hydrochlorothiazid;µg/L;0.01;58-93-5;Arzneimittel;24;1090.27;10;1;24.09.2013;10
WASSER;25.09.2013;Lamotrigin;µg/L;0.019;84057-84-1;Arzneimittel;24;1090.27;19;1;24.09.2013;19
WASSER;25.09.2013;Metformin;µg/L;0.26;657-24-9;Arzneimittel;24;1090.27;260;1;24.09.2013;260
WASSER;25.09.2013;Metolachlor-ESA;µg/L;0.01;171118-09-5;Metabolite;24;1090.27;10;1;24.09.2013;10
WASSER;25.09.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1090.27;9;1;24.09.2013;9
WASSER;25.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.15;83-15-8;Metabolite;24;1090.27;150;1;24.09.2013;150
WASSER;25.09.2013;Saccharin;µg/L;0.03;81-07-2;Suessstoffe;24;1090.27;30;1;24.09.2013;30
WASSER;25.09.2013;Sitagliptin;µg/L;0.016;486460-32-6;Arzneimittel;24;1090.27;16;1;24.09.2013;16
WASSER;25.09.2013;Sucralose;µg/L;0.075;56038-13-2;Suessstoffe;24;1090.27;75;1;24.09.2013;75
WASSER;25.09.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;1090.27;12;1;24.09.2013;12
WASSER;25.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.11;KEINE NUMMER MOEGLICH;Metabolite;24;1090.27;110;1;24.09.2013;110
WASSER;25.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.25;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;1090.27;250;1;24.09.2013;250
WASSER;25.09.2013;Valsartan;µg/L;0.033;137862-53-4;Arzneimittel;24;1090.27;33;1;24.09.2013;33
WASSER;25.09.2013;Valsartansäure;µg/L;0.027;164265-78-5;Metabolite;24;1090.27;27;1;24.09.2013;27
WASSER;25.09.2013;2-Naphthalinsulfonsäure;µg/L;0.016;120-18-3;Einzelstoffe;24;1090.27;16;1;24.09.2013;16
WASSER;25.09.2013;Acesulfam;µg/L;0.55;33665-90-6;Suessstoffe;24;1090.27;550;1;24.09.2013;550
WASSER;25.09.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;1090.27;2;1;24.09.2013;2
WASSER;25.09.2013;Benzotriazol;µg/L;0.22;95-14-7;Einzelstoffe;24;1090.27;220;1;24.09.2013;220
WASSER;25.09.2013;Carbamazepin;µg/L;0.026;298-46-4;Arzneimittel;24;1090.27;26;1;24.09.2013;26
WASSER;25.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.04;58955-93-4;Metabolite;24;1090.27;40;1;24.09.2013;40
WASSER;25.09.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;1090.27;6;1;24.09.2013;6
WASSER;25.09.2013;Clarithromycin;µg/L;0.003;81103-11-9;Arzneimittel;24;1090.27;3;1;24.09.2013;3
WASSER;25.09.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1090.27;10;1;24.09.2013;10
WASSER;25.09.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;1090.27;26;1;24.09.2013;26
WASSER;25.09.2013;Diuron;µg/L;0.005;330-54-1;Pestizide;24;1090.27;5;1;24.09.2013;5
WASSER;25.09.2013;Mecoprop;µg/L;0.007;7085-19-0;Pestizide;24;1090.27;7;1;24.09.2013;7
WASSER;25.09.2013;Metformin;µg/L;0.22;657-24-9;Arzneimittel;24;1090.27;220;1;24.09.2013;220
WASSER;25.09.2013;Metolachlor;µg/L;0.002;51218-45-2;Pestizide;24;1090.27;2;1;24.09.2013;2
WASSER;25.09.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1090.27;9;1;24.09.2013;9
WASSER;25.09.2013;Metolachlor-morpholinon;µg/L;0.002;120375-14-6;Metabolite;24;1090.27;2;1;24.09.2013;2
WASSER;25.09.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1090.27;9;1;24.09.2013;9
WASSER;25.09.2013;Sulfamethoxazol;µg/L;0.016;723-46-6;Arzneimittel;24;1090.27;16;1;24.09.2013;16
WASSER;25.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.097;29385-43-1;Einzelstoffe;24;1090.27;97;1;24.09.2013;97
WASSER;25.09.2013;Toluol-4-sulfonsäure;µg/L;0.021;104-15-4;Einzelstoffe;24;1090.27;21;1;24.09.2013;21
WASSER;25.09.2013;Valsartan;µg/L;0.03;137862-53-4;Arzneimittel;24;1090.27;30;1;24.09.2013;30
WASSER;25.09.2013;Venlafaxin;µg/L;0.007;93413-69-5;Arzneimittel;24;1090.27;7;1;24.09.2013;7
WASSER;08.10.2013;Stickstoff(gesamt);mg/L;1.1;;Summenparameter;336;911.77;1.1;14;24.09.2013;0.078571429
WASSER;08.10.2013;TOC;mg/L;2;;Summenparameter;336;911.77;2;14;24.09.2013;0.142857143
WASSER;26.09.2013;Chloroform;µg/L;0.033;67-66-3;LHKW;24;1077.19;33;1;25.09.2013;33
WASSER;26.09.2013;Dichlormethan;µg/L;0.073;75-09-2;LHKW;24;1077.19;73;1;25.09.2013;73
WASSER;26.09.2013;Hexachlorethan;µg/L;0.0006;67-72-1;LHKW;24;1077.19;0.6;1;25.09.2013;0.6
WASSER;26.09.2013;Tetrachlorethen;µg/L;0.018;127-18-4;LHKW;24;1077.19;18;1;25.09.2013;18
WASSER;26.09.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;1077.19;2;1;25.09.2013;2
WASSER;26.09.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1077.19;5;1;25.09.2013;5
WASSER;26.09.2013;2-Naphthalinsulfonsäure;µg/L;0.007;120-18-3;Einzelstoffe;24;1077.19;7;1;25.09.2013;7
WASSER;26.09.2013;4-Trifluormethyl-phenol;µg/L;0.01;402-45-9;Einzelstoffe;24;1077.19;10;1;25.09.2013;10
WASSER;26.09.2013;Acesulfam;µg/L;0.81;33665-90-6;Suessstoffe;24;1077.19;810;1;25.09.2013;810
WASSER;26.09.2013;Atenololsäure;µg/L;0.026;56392-14-4;Metabolite;24;1077.19;26;1;25.09.2013;26
WASSER;26.09.2013;Benzotriazol;µg/L;0.49;95-14-7;Einzelstoffe;24;1077.19;490;1;25.09.2013;490
WASSER;26.09.2013;Carbamazepin;µg/L;0.025;298-46-4;Arzneimittel;24;1077.19;25;1;25.09.2013;25
WASSER;26.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.032;58955-93-4;Metabolite;24;1077.19;32;1;25.09.2013;32
WASSER;26.09.2013;Carbendazim;µg/L;0.005;10605-21-7;Pestizide;24;1077.19;5;1;25.09.2013;5
WASSER;26.09.2013;Coffein;µg/L;0.073;58-08-2;Einzelstoffe;24;1077.19;73;1;25.09.2013;73
WASSER;26.09.2013;Cyclohexylsulfaminsäure;µg/L;0.033;100-88-9;Suessstoffe;24;1077.19;33;1;25.09.2013;33
WASSER;26.09.2013;Diclofenac;µg/L;0.024;15307-79-6;Arzneimittel;24;1077.19;24;1;25.09.2013;24
WASSER;26.09.2013;Diuron;µg/L;0.006;330-54-1;Pestizide;24;1077.19;6;1;25.09.2013;6
WASSER;26.09.2013;Hydrochlorothiazid;µg/L;0.013;58-93-5;Arzneimittel;24;1077.19;13;1;25.09.2013;13
WASSER;26.09.2013;Iopromid;µg/L;0.2;73334-07-3;Arzneimittel;24;1077.19;200;1;25.09.2013;200
WASSER;26.09.2013;Lamotrigin;µg/L;0.018;84057-84-1;Arzneimittel;24;1077.19;18;1;25.09.2013;18
WASSER;26.09.2013;Metformin;µg/L;0.23;657-24-9;Arzneimittel;24;1077.19;230;1;25.09.2013;230
WASSER;26.09.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1077.19;9;1;25.09.2013;9
WASSER;26.09.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1077.19;10;1;25.09.2013;10
WASSER;26.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.07;83-15-8;Metabolite;24;1077.19;70;1;25.09.2013;70
WASSER;26.09.2013;Saccharin;µg/L;0.024;81-07-2;Suessstoffe;24;1077.19;24;1;25.09.2013;24
WASSER;26.09.2013;Sitagliptin;µg/L;0.021;486460-32-6;Arzneimittel;24;1077.19;21;1;25.09.2013;21
WASSER;26.09.2013;Sucralose;µg/L;0.08;56038-13-2;Suessstoffe;24;1077.19;80;1;25.09.2013;80
WASSER;26.09.2013;Sulfamethoxazol;µg/L;0.014;723-46-6;Arzneimittel;24;1077.19;14;1;25.09.2013;14
WASSER;26.09.2013;Summe 1-Hydroxybenzotriazol und 4-Hydroxybenzotriazol;µg/L;0.028;KEINE NUMMER MOEGLICH;Metabolite;24;1077.19;28;1;25.09.2013;28
WASSER;26.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.082;KEINE NUMMER MOEGLICH;Metabolite;24;1077.19;82;1;25.09.2013;82
WASSER;26.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.24;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;1077.19;240;1;25.09.2013;240
WASSER;26.09.2013;Toluol-4-sulfonsäure;µg/L;0.006;104-15-4;Einzelstoffe;24;1077.19;6;1;25.09.2013;6
WASSER;26.09.2013;Valsartan;µg/L;0.023;137862-53-4;Arzneimittel;24;1077.19;23;1;25.09.2013;23
WASSER;26.09.2013;Valsartansäure;µg/L;0.03;164265-78-5;Metabolite;24;1077.19;30;1;25.09.2013;30
WASSER;26.09.2013;2-Naphthalinsulfonsäure;µg/L;0.019;120-18-3;Einzelstoffe;24;1077.19;19;1;25.09.2013;19
WASSER;26.09.2013;Acesulfam;µg/L;0.55;33665-90-6;Suessstoffe;24;1077.19;550;1;25.09.2013;550
WASSER;26.09.2013;Azoxystrobinsäure;µg/L;0.002;131860-33-8;Metabolite;24;1077.19;2;1;25.09.2013;2
WASSER;26.09.2013;Benzotriazol;µg/L;0.33;95-14-7;Einzelstoffe;24;1077.19;330;1;25.09.2013;330
WASSER;26.09.2013;Carbamazepin;µg/L;0.027;298-46-4;Arzneimittel;24;1077.19;27;1;25.09.2013;27
WASSER;26.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.032;58955-93-4;Metabolite;24;1077.19;32;1;25.09.2013;32
WASSER;26.09.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;1077.19;6;1;25.09.2013;6
WASSER;26.09.2013;Clarithromycin;µg/L;0.003;81103-11-9;Arzneimittel;24;1077.19;3;1;25.09.2013;3
WASSER;26.09.2013;DEET;µg/L;0.009;134-62-3;Pestizide;24;1077.19;9;1;25.09.2013;9
WASSER;26.09.2013;Diclofenac;µg/L;0.027;15307-79-6;Arzneimittel;24;1077.19;27;1;25.09.2013;27
WASSER;26.09.2013;Diuron;µg/L;0.005;330-54-1;Pestizide;24;1077.19;5;1;25.09.2013;5
WASSER;26.09.2013;Mecoprop;µg/L;0.007;7085-19-0;Pestizide;24;1077.19;7;1;25.09.2013;7
WASSER;26.09.2013;Metformin;µg/L;0.22;657-24-9;Arzneimittel;24;1077.19;220;1;25.09.2013;220
WASSER;26.09.2013;Metolachlor;µg/L;0.002;51218-45-2;Pestizide;24;1077.19;2;1;25.09.2013;2
WASSER;26.09.2013;Metolachlor-ESA;µg/L;0.008;171118-09-5;Metabolite;24;1077.19;8;1;25.09.2013;8
WASSER;26.09.2013;Metolachlor-morpholinon;µg/L;0.001;120375-14-6;Metabolite;24;1077.19;1;1;25.09.2013;1
WASSER;26.09.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1077.19;10;1;25.09.2013;10
WASSER;26.09.2013;Sulfamethoxazol;µg/L;0.018;723-46-6;Arzneimittel;24;1077.19;18;1;25.09.2013;18
WASSER;26.09.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.1;29385-43-1;Einzelstoffe;24;1077.19;100;1;25.09.2013;100
WASSER;26.09.2013;Toluol-4-sulfonsäure;µg/L;0.031;104-15-4;Einzelstoffe;24;1077.19;31;1;25.09.2013;31
WASSER;26.09.2013;Valsartan;µg/L;0.028;137862-53-4;Arzneimittel;24;1077.19;28;1;25.09.2013;28
WASSER;26.09.2013;Venlafaxin;µg/L;0.008;93413-69-5;Arzneimittel;24;1077.19;8;1;25.09.2013;8
WASSER;26.09.2013;Surfynol 104;µg/L;0.036;126-86-3;Einzelstoffe;24;1077.19;36;1;25.09.2013;36
WASSER;27.09.2013;Chloroform;µg/L;0.031;67-66-3;LHKW;24;1058.3;31;1;26.09.2013;31
WASSER;27.09.2013;Dichlormethan;µg/L;0.04;75-09-2;LHKW;24;1058.3;40;1;26.09.2013;40
WASSER;27.09.2013;Hexachlorethan;µg/L;0.0007;67-72-1;LHKW;24;1058.3;0.7;1;26.09.2013;0.7
WASSER;27.09.2013;Tetrachlorethen;µg/L;0.018;127-18-4;LHKW;24;1058.3;18;1;26.09.2013;18
WASSER;27.09.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;1058.3;2;1;26.09.2013;2
WASSER;27.09.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1058.3;5;1;26.09.2013;5
WASSER;27.09.2013;2-Naphthalinsulfonsäure;µg/L;0.009;120-18-3;Einzelstoffe;24;1058.3;9;1;26.09.2013;9
WASSER;27.09.2013;4-Trifluormethyl-phenol;µg/L;0.058;402-45-9;Einzelstoffe;24;1058.3;58;1;26.09.2013;58
WASSER;27.09.2013;Acesulfam;µg/L;0.89;33665-90-6;Suessstoffe;24;1058.3;890;1;26.09.2013;890
WASSER;27.09.2013;Atenololsäure;µg/L;0.03;56392-14-4;Metabolite;24;1058.3;30;1;26.09.2013;30
WASSER;27.09.2013;Benzotriazol;µg/L;0.45;95-14-7;Einzelstoffe;24;1058.3;450;1;26.09.2013;450
WASSER;27.09.2013;Carbamazepin;µg/L;0.029;298-46-4;Arzneimittel;24;1058.3;29;1;26.09.2013;29
WASSER;27.09.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.038;58955-93-4;Metabolite;24;1058.3;38;1;26.09.2013;38
WASSER;27.09.2013;Carbendazim;µg/L;0.008;10605-21-7;Pestizide;24;1058.3;8;1;26.09.2013;8
WASSER;27.09.2013;Coffein;µg/L;0.053;58-08-2;Einzelstoffe;24;1058.3;53;1;26.09.2013;53
WASSER;27.09.2013;Cyclohexylsulfaminsäure;µg/L;0.025;100-88-9;Suessstoffe;24;1058.3;25;1;26.09.2013;25
WASSER;27.09.2013;Desethylatrazin;µg/L;0.005;6190-65-4;Metabolite;24;1058.3;5;1;26.09.2013;5
WASSER;27.09.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;1058.3;26;1;26.09.2013;26
WASSER;27.09.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1058.3;7;1;26.09.2013;7
WASSER;27.09.2013;Hydrochlorothiazid;µg/L;0.017;58-93-5;Arzneimittel;24;1058.3;17;1;26.09.2013;17
WASSER;27.09.2013;Lamotrigin;µg/L;0.031;84057-84-1;Arzneimittel;24;1058.3;31;1;26.09.2013;31
WASSER;27.09.2013;Levetiracetam;µg/L;0.01;102767-28-2;Arzneimittel;24;1058.3;10;1;26.09.2013;10
WASSER;27.09.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1058.3;6;1;26.09.2013;6
WASSER;27.09.2013;Metformin;µg/L;0.28;657-24-9;Arzneimittel;24;1058.3;280;1;26.09.2013;280
WASSER;27.09.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1058.3;9;1;26.09.2013;9
WASSER;27.09.2013;Metoprolol;µg/L;0.011;37350-58-6;Arzneimittel;24;1058.3;11;1;26.09.2013;11
WASSER;27.09.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.17;83-15-8;Metabolite;24;1058.3;170;1;26.09.2013;170
WASSER;27.09.2013;Saccharin;µg/L;0.031;81-07-2;Suessstoffe;24;1058.3;31;1;26.09.2013;31
WASSER;27.09.2013;Sitagliptin;µg/L;0.014;486460-32-6;Arzneimittel;24;1058.3;14;1;26.09.2013;14
WASSER;27.09.2013;Sucralose;µg/L;0.13;56038-13-2;Suessstoffe;24;1058.3;130;1;26.09.2013;130
WASSER;27.09.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;1058.3;12;1;26.09.2013;12
WASSER;27.09.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.12;KEINE NUMMER MOEGLICH;Metabolite;24;1058.3;120;1;26.09.2013;120
WASSER;27.09.2013;Summe Dicamba und 2,4-D;µg/L;0.006;KEINE NUMMER MOEGLICH;Pestizide;24;1058.3;6;1;26.09.2013;6
WASSER;27.09.2013;Summe Iomeprol und Iopamidol;µg/L;0.32;KEINE NUMMER MOEGLICH;Roentgenkontrastmittel;24;1058.3;320;1;26.09.2013;320
WASSER;27.09.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.006;KEINE NUMMER MOEGLICH;Arzneimittel;24;1058.3;6;1;26.09.2013;6
